Primary Type,Block,Location Description,Domestic,month,Period_1,Period_2
2,629,50,0,1,0,1
2,4821,69,0,1,0,1
2,2348,50,0,1,0,1
2,10638,78,0,1,0,1
1,22567,87,0,1,0,1
1,2086,77,1,1,0,1
2,4376,41,0,1,1,0
0,932,90,0,1,0,1
0,4383,77,0,1,0,1
1,18051,69,0,1,0,1
1,20842,83,0,1,0,1
1,16936,62,1,1,0,1
2,7460,22,0,1,0,1
2,659,52,0,4,0,1
2,10694,59,0,1,0,1
1,10977,77,1,1,0,0
1,18054,77,0,1,0,1
1,3133,17,1,1,0,1
0,18001,17,0,1,0,1
1,7329,77,1,1,0,1
1,22921,17,1,4,0,1
0,19311,83,0,1,0,1
0,20839,86,0,1,0,1
1,19021,77,1,4,0,0
2,19483,90,0,1,0,1
2,169,59,0,1,0,1
1,17721,17,0,1,0,0
2,6220,59,0,1,0,1
2,7087,59,0,1,0,1
2,5973,90,0,1,0,1
2,19045,90,0,1,0,0
2,3904,90,0,1,0,0
0,21904,17,1,1,0,0
2,11599,90,0,1,0,1
1,16204,87,0,1,0,1
2,18208,90,0,1,0,0
2,8970,19,0,1,0,1
2,22309,73,0,1,0,1
1,2894,85,0,1,0,1
2,13990,50,0,1,0,1
2,15631,73,0,1,0,1
1,8502,87,0,1,0,1
1,2035,17,1,1,0,1
2,5309,17,1,1,0,1
2,11709,17,0,1,0,1
2,8482,50,0,1,0,1
1,8502,78,0,1,0,1
1,5693,80,0,1,0,1
1,1158,15,0,1,0,0
2,5382,90,0,1,0,1
1,8378,17,1,1,0,0
1,1282,96,0,1,0,1
0,13096,87,0,1,0,1
0,12490,17,1,1,0,1
2,7663,17,0,1,0,1
2,2215,30,0,1,0,1
2,2348,37,0,1,0,1
2,142,81,0,1,0,1
0,11709,17,0,1,0,1
2,12207,90,0,1,0,0
2,14704,90,0,1,0,1
2,3085,19,0,1,0,1
1,2457,87,0,1,0,1
1,19618,87,0,1,0,1
1,5097,32,0,1,0,1
2,4634,69,0,1,0,1
2,119,39,0,1,0,1
1,17577,87,0,1,0,1
1,12223,90,0,1,0,1
2,12325,78,0,1,1,0
2,22649,69,0,1,0,1
2,13799,17,0,1,0,1
1,4909,88,0,1,0,1
1,4676,17,0,1,0,1
1,20040,17,1,1,0,1
1,6401,17,1,1,0,1
1,21639,85,0,1,1,0
2,13379,88,0,1,0,1
1,5780,17,1,1,0,0
2,11035,57,0,1,0,1
1,13841,87,0,1,0,1
1,11480,17,1,1,0,1
1,14983,22,0,1,0,1
1,11481,17,1,1,0,1
0,6160,88,0,1,0,1
0,1119,17,1,1,0,1
1,19998,81,0,1,0,1
2,17812,88,0,1,0,1
1,20071,90,1,1,0,1
1,20781,17,1,1,0,1
2,752,88,0,1,0,1
2,9122,77,0,1,0,0
2,629,50,0,1,0,1
1,15890,17,1,1,0,1
1,3793,77,1,1,0,1
1,2761,57,0,1,0,0
2,22668,73,0,1,0,1
1,18497,17,0,1,0,0
1,14263,17,1,1,0,1
1,4216,15,1,1,0,0
2,19893,83,0,1,0,1
1,699,15,0,1,0,1
1,13440,87,0,1,0,1
0,1316,78,0,1,0,0
1,12743,17,1,1,0,1
1,14090,90,0,1,0,1
2,8438,69,0,1,0,1
2,1114,73,0,1,0,1
2,15493,59,0,1,0,1
1,10699,87,0,4,0,1
2,11709,90,0,1,0,0
1,20013,90,0,1,0,0
2,5296,73,0,1,0,1
1,17579,87,0,1,0,1
0,14988,81,0,1,0,1
0,6327,87,0,1,0,1
2,20521,77,0,1,1,0
2,8491,78,0,1,0,1
1,18013,78,0,1,0,0
0,4643,17,0,1,0,0
1,12841,90,0,1,0,1
1,13233,78,1,1,0,1
1,18588,87,1,1,0,0
1,2002,17,1,1,0,0
2,5284,52,0,1,0,0
0,1319,17,1,1,0,1
0,19531,17,0,1,0,0
1,14684,17,0,1,0,0
2,9531,69,0,1,0,0
1,6417,15,1,1,0,1
1,18348,90,1,1,0,0
1,22772,87,0,1,0,0
1,8981,17,0,1,0,0
2,2479,69,0,1,0,1
2,7874,22,0,1,1,0
2,10615,91,0,1,1,0
1,16111,77,1,1,0,0
0,7026,45,0,1,0,0
1,12688,17,1,1,0,0
1,19401,22,0,1,0,0
1,11148,77,0,1,0,0
1,4280,90,0,1,0,0
1,19675,77,0,1,0,0
0,13917,73,0,1,0,0
1,1101,57,0,1,0,0
1,18051,17,0,1,0,1
1,15865,77,1,1,0,1
1,21423,90,0,4,0,1
1,13644,17,1,1,0,0
0,19028,77,0,1,1,0
2,5720,90,0,1,0,0
2,15894,85,0,1,1,0
2,267,17,1,4,0,1
2,19845,69,0,1,0,0
2,23020,29,0,4,0,1
2,243,7,0,1,0,0
1,602,17,1,1,1,0
2,6617,90,0,1,0,1
2,2225,90,0,1,0,1
1,2447,96,0,1,0,0
2,22948,88,0,1,1,0
2,3836,90,0,1,0,1
2,17195,88,0,1,0,1
2,12838,90,0,1,0,1
1,13526,69,0,1,0,0
2,19591,59,0,1,0,1
2,2199,90,0,1,0,1
2,8458,96,0,1,0,1
2,407,81,0,1,0,1
2,21113,78,0,1,1,0
1,11727,87,1,1,0,1
2,7548,90,0,1,0,1
2,6220,59,0,1,1,0
2,10919,90,0,1,0,1
1,4640,17,0,1,1,0
1,17236,85,0,1,0,1
0,18785,15,0,1,1,0
1,22610,77,1,1,1,0
0,18192,90,0,1,1,0
1,9198,61,0,1,1,0
2,14375,80,0,1,0,1
2,16553,8,0,1,0,1
1,9134,15,0,1,1,0
2,6322,90,0,1,0,1
0,15469,85,0,1,0,1
1,3890,77,1,1,1,0
0,3945,90,0,1,0,0
1,20010,77,1,1,1,0
0,8191,68,0,1,1,0
0,15981,90,1,4,0,1
2,2161,90,0,1,0,0
0,8377,73,1,1,1,0
2,800,69,0,1,0,1
0,22762,77,0,1,1,0
1,21000,41,0,1,0,1
2,1738,70,0,1,0,1
2,1171,73,0,1,0,1
2,2199,90,0,1,0,1
2,7616,79,0,1,0,1
2,12546,90,0,1,1,0
2,5074,88,0,1,0,1
2,14636,45,0,1,1,0
1,17805,77,1,1,1,0
0,17253,85,0,1,1,0
2,13366,90,0,1,1,0
1,7384,77,0,1,1,0
0,2817,90,1,1,1,0
1,11528,85,0,1,1,0
1,17242,77,1,1,0,0
2,14166,87,0,1,0,1
2,14143,90,1,1,1,0
2,6303,73,0,1,0,1
1,16202,75,1,1,1,0
0,6064,15,0,1,1,0
0,14461,77,0,1,1,0
1,5079,69,0,1,1,0
1,16765,77,1,1,0,1
2,2859,73,0,1,0,0
2,2490,73,0,1,0,0
2,2015,62,0,1,0,0
1,21582,80,1,4,1,0
2,3843,50,0,1,1,0
2,2468,69,0,1,1,0
2,8723,69,0,1,1,0
2,9371,90,0,1,0,1
2,17516,90,0,1,1,0
1,2205,2,0,1,1,0
1,898,85,0,1,1,0
1,3370,90,1,1,1,0
0,11949,31,0,1,1,0
1,9250,17,1,1,1,0
2,1276,44,0,1,0,1
2,979,90,0,1,0,0
1,16755,68,0,1,0,0
1,14316,90,1,1,1,0
1,15320,77,1,1,0,0
2,9914,17,0,1,1,0
1,13929,17,1,1,0,0
2,21347,90,0,1,1,0
2,1166,37,0,1,1,0
1,12796,42,0,1,1,0
1,4243,87,0,1,1,0
0,6464,78,0,1,1,0
1,11528,85,0,1,1,0
2,20534,50,0,1,1,0
1,8055,77,0,1,1,0
2,7129,90,0,4,0,1
2,18163,17,0,1,1,0
2,12847,72,0,1,0,1
2,2312,73,0,1,0,1
2,8535,61,0,1,0,1
2,8966,80,0,1,1,0
2,22146,77,0,1,0,0
2,4001,88,0,1,1,0
2,4002,88,0,1,1,0
2,4002,88,0,1,1,0
2,10285,80,0,1,1,0
1,15990,77,0,1,0,1
2,12128,85,0,1,0,1
0,7185,85,0,1,1,0
2,18348,87,0,1,0,1
2,16153,77,1,1,0,1
0,7732,90,0,1,0,1
2,884,61,0,1,1,0
2,19659,90,0,1,0,0
2,10657,69,0,1,0,1
2,2847,69,0,1,1,0
2,1891,81,0,1,1,0
1,17441,77,1,1,0,0
0,17816,85,0,1,0,1
2,18033,88,0,4,0,1
1,18085,85,0,1,0,1
2,16527,78,0,1,0,1
2,3994,69,0,1,0,1
1,19228,17,1,1,1,0
2,3677,85,0,1,0,1
1,6150,17,1,4,0,1
1,18483,77,0,1,0,0
1,18934,78,0,1,1,0
2,17736,69,0,1,1,0
2,595,69,0,1,0,1
1,5823,88,0,1,1,0
1,18369,87,0,1,0,1
0,16441,77,1,4,0,1
2,4172,90,0,1,0,1
1,13811,87,0,1,1,0
1,2544,85,0,1,0,1
0,3243,17,0,1,0,1
1,841,17,1,1,0,1
0,16354,77,0,1,0,1
2,12880,87,0,1,0,1
2,22597,90,0,1,1,0
0,21974,57,0,4,0,1
2,17880,90,0,1,0,1
0,20234,73,0,1,0,1
2,696,52,0,1,0,1
1,19690,81,0,4,0,1
2,11294,78,0,1,0,1
2,4965,81,0,1,0,1
2,8764,45,0,1,0,1
2,392,87,0,1,0,1
2,647,52,0,1,0,1
0,1067,88,0,1,0,1
1,18866,17,1,1,0,1
2,11403,81,0,1,0,0
2,632,37,0,1,0,1
1,13986,17,1,1,0,0
1,16133,66,1,1,0,1
2,15177,97,0,1,0,0
2,14836,73,0,1,0,1
1,15322,77,0,1,0,1
2,6651,77,0,1,0,1
2,14166,77,0,1,0,0
2,787,47,0,1,0,1
2,2598,17,0,1,1,0
2,12912,39,0,1,0,1
2,119,81,0,1,0,1
2,6615,37,0,1,1,0
1,13897,77,1,1,0,1
1,13811,17,1,1,0,1
1,8998,81,0,4,0,1
0,7952,57,0,1,0,1
1,10925,77,1,1,0,1
1,12192,77,0,1,1,0
0,3003,77,1,1,0,1
2,16191,57,0,1,0,1
1,10896,90,0,1,0,1
1,9916,17,1,1,0,1
2,4101,90,0,1,0,1
1,21750,90,0,1,0,1
2,5074,50,0,1,0,1
0,10273,48,0,4,0,1
1,7128,90,0,1,0,1
1,19656,85,0,1,0,1
0,16465,59,0,1,1,0
1,13961,77,1,1,1,0
1,13983,87,0,1,0,1
2,22978,85,0,1,0,1
1,19206,77,1,1,0,1
1,11100,85,0,1,0,1
2,12159,96,0,1,1,0
1,9563,17,1,1,0,1
2,659,81,0,1,0,1
2,209,50,0,1,0,1
2,629,50,0,1,0,1
2,13990,69,0,1,0,1
2,629,50,0,1,0,1
2,8715,90,0,1,0,1
2,629,69,0,1,0,1
2,577,73,0,1,0,1
2,11039,73,0,1,1,0
2,14850,90,0,1,0,1
2,3170,90,0,1,0,1
1,15615,90,0,1,0,1
1,1227,22,0,1,0,0
1,20421,87,1,1,0,1
1,7057,90,0,1,0,1
1,14156,90,0,1,0,1
1,20055,17,1,1,0,1
2,14156,78,0,1,1,0
2,6381,80,0,1,0,1
2,113,87,0,1,0,1
2,19398,90,0,1,0,1
1,13289,17,1,1,0,1
2,7074,81,0,1,0,1
0,19070,87,0,1,0,1
0,20718,80,0,1,0,1
0,13319,57,0,1,0,1
0,18856,90,0,1,0,1
1,15968,17,1,1,0,1
2,8710,77,0,1,1,0
1,2062,73,0,1,0,1
1,7809,59,1,1,0,1
2,12709,88,0,1,0,1
2,6823,57,0,1,0,1
2,6761,50,0,1,0,1
1,12577,17,1,1,0,0
1,21251,77,1,4,0,1
2,1983,92,0,1,0,1
1,13871,68,0,1,0,1
1,7948,87,0,1,0,1
0,1124,90,0,1,0,1
0,6060,90,0,1,0,1
2,3620,78,0,1,0,1
2,163,81,0,1,0,1
2,289,81,0,1,0,1
0,10132,59,0,1,0,0
1,22166,87,0,1,0,0
0,13667,90,0,1,0,0
1,23115,77,1,1,0,1
1,19545,17,1,1,0,0
2,9623,59,0,1,0,0
2,6575,87,0,1,0,1
1,15478,77,0,1,0,0
2,3085,19,0,1,0,1
1,18397,77,0,1,0,0
1,8748,77,1,1,0,0
1,10048,69,0,1,0,0
1,21436,77,1,1,0,0
1,3474,91,0,4,0,1
1,19219,90,1,1,0,0
1,19545,17,0,1,0,0
0,5743,81,0,1,0,0
1,14403,51,0,1,0,1
2,5944,90,0,1,0,1
2,2457,88,0,1,0,0
2,20041,96,0,1,0,0
0,4612,17,1,1,0,0
1,12577,87,0,1,0,0
1,21524,77,1,1,0,0
0,10806,17,0,1,0,0
2,19611,17,1,1,0,0
0,11604,17,1,1,0,0
1,15615,87,0,4,0,1
2,12709,88,0,1,0,0
0,9301,17,0,1,0,0
1,15117,90,0,1,0,0
2,198,81,0,1,0,1
2,19590,17,1,1,0,0
1,2311,77,1,1,0,0
2,21967,57,0,1,0,0
2,17874,39,0,1,0,0
2,12010,90,0,1,0,0
2,12473,91,0,1,0,0
1,2656,17,0,1,0,0
2,17180,17,1,1,0,0
1,1240,77,0,1,0,0
1,9050,17,1,1,0,0
2,6870,90,0,1,0,0
1,15711,17,1,1,0,0
1,22595,90,1,1,0,0
1,7100,22,0,1,0,0
1,755,87,0,1,0,1
1,20258,77,1,1,0,0
1,20004,87,1,1,1,0
1,18710,80,0,1,0,0
2,14688,90,0,1,0,1
1,4875,17,1,1,0,0
2,4335,59,0,1,0,0
2,9425,90,0,1,0,0
2,2335,17,1,1,0,0
1,606,90,0,1,0,0
0,8772,73,0,1,0,0
0,14099,17,0,1,0,0
2,5317,69,0,1,0,1
2,2356,90,0,1,1,0
2,11414,90,0,1,0,1
0,20730,90,0,1,1,0
1,4514,17,1,1,0,0
1,20105,87,0,1,0,0
1,4998,69,0,1,0,0
0,22003,90,0,1,1,0
2,13601,77,0,1,1,0
2,12767,90,0,1,0,1
0,20718,77,0,1,0,1
2,4547,90,0,1,0,1
2,11309,44,0,1,1,0
2,8024,90,0,1,0,1
2,7772,90,0,1,0,1
0,12373,90,0,1,1,0
2,21773,77,0,1,0,1
1,1754,17,1,1,0,0
2,17812,69,0,1,1,0
2,2186,90,0,1,0,1
2,14465,59,0,1,0,1
2,10391,90,0,1,0,1
2,9425,90,0,1,0,0
1,17903,85,0,1,1,0
1,8087,29,1,1,1,0
2,14728,90,0,1,0,1
2,12431,90,0,1,0,1
2,18476,17,0,1,0,1
2,14635,73,0,1,1,0
2,8477,59,0,1,1,0
2,10173,17,0,1,0,0
2,12073,17,0,1,1,0
0,2009,90,0,1,1,0
1,12907,87,1,1,0,1
1,2366,87,1,1,0,0
2,6057,90,0,1,0,0
0,17091,87,0,1,1,0
1,20463,17,1,1,0,0
2,5641,90,0,1,1,0
2,21251,77,1,1,0,0
2,5299,19,0,1,0,1
1,2832,87,0,1,1,0
2,19767,90,0,1,0,0
2,2212,73,0,1,1,0
1,6492,85,0,1,1,0
2,141,69,0,1,1,0
2,10543,29,0,1,0,0
2,19360,77,0,1,1,0
1,13485,77,1,1,1,0
2,8870,96,0,4,0,1
0,11294,90,1,1,1,0
2,287,88,0,4,0,1
1,1789,90,0,4,0,1
1,13886,17,1,4,0,1
0,13101,59,0,1,0,1
0,14191,90,0,1,1,0
1,7041,87,0,1,1,0
1,19909,17,1,1,1,0
2,4085,90,0,1,0,1
2,16396,77,1,1,1,0
1,341,17,1,1,1,0
0,16567,77,1,1,1,0
0,1150,90,0,1,1,0
1,17039,80,1,1,1,0
2,14967,90,0,1,0,0
1,15307,17,1,1,1,0
1,9073,17,1,4,0,1
0,13284,87,0,1,1,0
2,8374,90,0,1,0,0
0,22081,30,1,1,1,0
1,23060,90,0,1,1,0
0,279,41,0,1,1,0
2,1884,90,0,1,0,0
0,19463,90,0,1,1,0
1,21527,85,0,1,1,0
0,18590,77,0,1,0,1
2,11331,90,0,1,1,0
1,13981,90,0,1,1,0
2,332,90,0,1,0,0
1,5734,17,0,1,0,0
2,17076,90,0,1,0,0
2,893,81,0,1,1,0
0,17819,78,0,1,1,0
2,9543,88,0,1,1,0
1,1251,22,0,1,0,0
2,4983,90,0,1,0,1
1,755,73,0,1,1,0
2,670,37,0,1,1,0
2,15815,73,0,1,1,0
1,2894,85,0,1,0,0
1,12417,86,0,1,1,0
1,2326,17,1,1,1,0
2,8938,90,1,1,0,1
2,15459,39,0,1,1,0
0,10264,90,0,1,1,0
1,17259,77,1,1,0,1
2,1995,19,0,1,1,0
2,11197,85,0,1,1,0
2,122,69,0,1,1,0
2,1036,81,0,1,0,1
2,1032,83,0,1,1,0
1,20764,87,0,1,1,0
2,13656,90,0,1,0,0
1,979,85,0,1,0,1
2,15147,73,0,1,1,0
2,18266,85,0,1,1,0
2,12334,69,0,1,1,0
2,14222,77,0,1,1,0
1,3966,87,0,1,0,1
2,14032,77,0,1,0,0
2,14979,61,0,1,0,1
1,7509,75,0,1,0,1
0,18524,78,1,1,0,1
0,7383,69,0,1,1,0
0,18011,87,1,1,1,0
1,19180,90,1,1,0,1
2,1190,90,0,1,0,1
2,209,50,0,1,0,1
1,18723,87,0,4,0,0
1,14244,58,0,1,0,1
2,19062,37,0,4,0,1
0,19075,69,0,1,0,1
2,1660,22,0,1,0,0
1,14240,87,0,1,0,1
1,8556,85,0,1,0,1
1,1336,87,1,1,0,1
2,8082,72,0,1,1,0
1,8780,96,1,1,1,0
0,11342,87,0,1,0,1
2,19158,88,0,1,0,1
1,13006,50,0,1,0,1
2,16787,90,0,1,0,1
0,21574,78,0,1,0,1
1,3720,87,0,1,0,1
2,20667,50,0,4,0,1
1,7302,87,1,4,0,1
2,11182,77,0,1,1,0
2,4314,87,0,1,0,0
2,8618,39,0,1,0,1
0,5373,61,1,1,0,1
1,1630,69,0,1,0,1
2,11309,73,0,1,1,0
1,12398,77,1,1,0,1
1,9780,86,0,1,0,1
1,1575,59,0,4,0,1
2,5315,50,0,1,0,1
2,629,90,0,1,0,1
2,20089,88,0,1,0,1
1,6482,87,0,1,0,1
1,18398,87,0,1,0,1
1,18055,17,1,1,0,1
2,11683,77,0,1,0,1
2,10584,90,0,1,0,1
2,7315,69,0,1,0,1
2,1147,43,0,1,0,1
2,22825,77,0,1,1,0
2,5348,90,0,1,0,1
2,20064,41,0,1,0,1
1,22461,77,1,1,0,1
1,16272,73,0,1,0,1
1,18079,37,0,1,0,1
2,14207,88,0,1,0,1
2,13089,88,0,1,0,1
1,22478,90,0,1,0,1
2,2348,50,0,1,0,1
2,22515,77,1,1,0,1
1,19577,77,1,1,0,1
1,10088,87,1,1,0,1
1,2079,17,1,1,0,1
1,9461,29,0,1,0,1
0,19697,17,0,1,0,1
2,198,81,0,1,0,1
1,9006,72,0,1,0,1
2,5773,90,0,1,0,1
1,19964,77,1,1,0,1
2,13185,90,0,1,1,0
1,19634,17,1,1,0,1
2,11451,90,0,1,0,0
2,6633,96,0,1,0,0
1,6369,85,0,1,0,1
0,14863,68,0,4,0,0
1,19184,90,0,1,0,1
1,16798,85,0,1,0,1
2,629,50,0,1,0,1
1,5823,58,0,1,1,0
2,1327,87,0,1,0,1
2,1367,81,0,1,1,0
2,19155,77,0,1,1,0
2,3643,17,0,1,1,0
2,629,50,0,1,0,1
2,3843,37,0,1,1,0
2,595,81,0,1,0,1
0,16418,90,0,1,0,1
2,8054,50,0,1,0,1
0,1497,69,0,1,0,1
2,18578,77,0,1,1,0
1,11289,17,1,1,0,1
2,18228,72,0,1,0,1
1,12602,17,0,1,0,1
1,16640,80,0,1,0,1
0,16791,77,0,1,0,1
0,562,70,0,1,0,1
1,17392,17,1,1,0,1
0,21014,87,0,1,0,1
2,19965,97,0,1,0,1
1,12834,17,1,1,0,1
2,12563,90,0,1,0,0
0,18013,15,0,1,1,0
1,4309,17,1,1,0,1
1,18319,15,0,1,0,1
2,18466,78,0,1,0,1
1,4021,78,0,1,0,1
2,20534,50,0,1,0,1
0,5900,43,0,1,0,1
2,4949,78,0,1,0,1
1,13840,17,0,1,0,1
1,6738,17,1,1,0,1
2,8548,87,0,1,0,1
1,755,87,0,1,0,1
2,629,50,0,1,0,1
1,15965,87,1,1,0,1
2,1486,90,0,1,0,1
2,12441,81,0,1,0,1
1,3146,90,1,1,0,0
1,19700,17,0,1,0,1
0,1717,17,1,1,0,1
1,4669,77,0,1,0,1
0,8666,78,1,1,0,0
1,10397,42,0,1,0,1
0,16201,90,0,1,0,1
1,1026,87,0,1,0,0
1,17217,17,1,1,0,0
1,10121,90,0,1,0,0
1,3976,87,0,1,0,1
0,125,83,0,1,0,1
1,4051,77,1,1,0,1
1,6333,90,0,1,0,1
2,10175,80,0,1,0,1
1,21751,17,1,1,0,1
1,4926,85,0,1,0,1
2,7545,88,0,1,0,1
2,16257,41,0,1,0,1
2,4113,90,0,1,0,0
2,4632,90,0,1,0,0
1,20866,96,1,1,0,0
1,9370,17,0,1,0,0
2,2457,87,0,1,0,0
2,3904,19,0,1,0,1
1,6907,17,1,1,0,0
1,2455,17,0,1,0,0
2,22523,77,1,1,0,0
1,19596,77,1,1,0,1
2,18109,19,0,1,0,1
2,18919,57,0,1,0,0
2,1283,77,0,1,0,0
1,13480,77,1,1,0,0
0,13683,90,0,1,0,0
2,17709,57,0,1,0,0
1,7373,77,0,1,0,0
1,18592,77,1,1,0,0
1,581,17,0,1,0,0
1,10121,91,0,1,0,0
0,22162,88,0,1,0,0
1,5900,17,0,1,0,0
1,17813,90,0,1,0,0
1,22319,68,0,1,0,0
1,2591,17,1,1,0,0
1,14256,69,0,1,0,0
1,19849,17,1,1,0,0
1,8957,77,1,1,0,0
1,183,87,1,1,0,0
0,15381,17,0,1,0,0
1,9647,17,1,1,0,0
2,1149,73,0,1,0,0
1,10452,96,1,1,0,0
2,111,59,0,1,0,0
1,2935,17,1,1,0,0
1,20241,17,1,1,0,0
2,19357,90,0,1,0,0
0,15940,87,0,1,0,0
0,18641,17,1,1,0,0
1,4850,87,0,1,0,0
0,9918,90,0,1,0,0
2,14635,45,0,1,0,1
2,10424,77,1,1,0,0
0,18784,90,0,1,0,0
1,15985,17,0,1,0,0
1,16620,90,0,1,0,0
2,2491,73,0,1,1,0
2,7507,77,0,1,0,0
2,700,81,0,1,0,1
2,13990,50,0,1,0,1
0,3249,85,0,1,1,0
2,4693,90,0,1,0,0
2,6942,90,0,1,0,0
2,1502,83,0,1,0,1
2,2490,79,0,1,0,1
2,5030,90,0,1,0,0
2,11119,90,0,1,0,0
2,21900,90,0,1,0,0
2,15419,59,0,1,1,0
2,20815,90,0,1,0,0
2,14171,41,0,1,1,0
2,21144,69,0,1,1,0
2,5083,17,1,1,1,0
0,8463,90,0,1,1,0
2,19339,87,0,1,0,0
2,14465,73,0,1,1,0
1,898,86,0,1,1,0
2,3968,78,0,1,0,1
2,15360,90,0,1,0,1
2,779,87,0,1,0,0
2,20250,90,0,1,0,1
0,17253,85,0,1,1,0
2,8477,59,0,1,1,0
1,8686,87,0,1,1,0
2,1363,47,0,1,0,0
2,3292,85,0,1,0,1
2,6339,90,0,1,0,1
1,3737,78,0,1,0,0
1,11690,90,0,4,0,1
2,19893,17,0,1,0,1
1,3298,85,0,1,1,0
2,198,81,0,4,0,1
1,18491,77,1,1,1,0
2,3347,37,0,1,0,1
2,18438,90,0,1,0,1
2,21795,6,0,1,1,0
2,9187,90,0,1,0,0
2,9708,22,0,1,0,1
2,9468,90,0,1,1,0
2,10382,52,0,1,0,1
0,5997,79,0,1,1,0
1,17891,77,1,1,0,0
1,6187,87,1,1,1,0
2,15737,17,0,1,0,1
2,449,47,0,1,0,1
2,8787,90,0,1,0,1
2,6734,90,0,1,1,0
2,21527,85,0,1,1,0
2,10695,59,0,1,1,0
0,12724,77,1,4,0,0
2,17054,77,0,1,0,1
2,8872,73,0,1,0,1
2,632,88,0,1,1,0
1,10663,17,1,1,1,0
2,10126,78,0,1,0,1
2,3943,90,0,1,0,0
1,4027,87,1,1,0,1
1,8296,17,1,1,1,0
2,940,77,1,4,0,0
2,884,61,0,1,0,1
0,14572,85,0,1,1,0
2,6348,77,0,1,0,0
0,2238,87,0,1,1,0
2,6448,73,0,1,0,1
2,13265,57,0,4,0,1
2,4799,69,0,1,1,0
1,10350,90,0,1,1,0
0,19852,0,0,1,0,0
2,15122,90,0,1,0,1
2,4204,77,0,1,0,0
1,3355,17,1,1,1,0
2,14118,73,0,1,1,0
1,8968,87,0,1,0,1
2,562,81,0,1,1,0
1,19501,73,1,1,1,0
1,18921,41,0,1,1,0
2,7796,90,0,1,1,0
2,6304,88,0,1,1,0
2,5238,77,1,1,1,0
2,12046,85,0,1,1,0
2,9623,59,0,1,1,0
1,19348,17,1,1,1,0
1,16719,17,0,1,1,0
1,9987,85,0,1,1,0
2,3525,73,0,1,1,0
0,5546,87,0,4,0,1
0,16829,69,0,1,1,0
0,20280,87,0,1,0,1
2,13351,90,0,1,0,1
2,14207,50,0,1,1,0
1,20533,87,0,1,0,1
1,20473,17,1,1,0,1
1,20278,17,0,1,1,0
1,4261,47,0,1,1,0
2,22429,90,0,1,0,0
1,3910,87,0,1,1,0
0,21527,85,0,1,1,0
2,5373,61,0,1,0,1
1,21400,77,1,4,0,1
0,18934,17,0,1,1,0
0,3292,85,0,1,0,1
2,6672,90,0,1,0,0
0,13055,85,1,1,1,0
1,21934,85,0,1,0,1
2,4143,88,0,1,0,1
1,17640,17,0,1,1,0
2,11197,85,0,1,1,0
2,2462,77,0,1,0,1
2,1024,81,0,1,0,1
0,13621,68,0,1,0,0
2,13021,90,0,1,0,0
0,4335,57,0,1,0,1
1,6428,17,1,1,0,1
1,16656,81,0,1,0,1
2,5120,90,0,1,0,1
2,11566,73,0,1,0,1
2,898,85,0,1,0,1
0,22651,80,0,4,0,1
1,16397,17,0,1,0,1
2,15391,77,0,1,1,0
2,3347,50,0,1,1,0
2,2671,50,0,1,0,1
1,3602,77,0,1,0,0
2,5616,88,0,1,0,1
0,4746,85,0,1,0,1
2,6651,77,0,1,1,0
2,2755,81,0,1,1,0
0,6019,50,0,1,0,1
2,17186,87,0,1,0,1
1,2263,33,0,1,0,1
2,14836,50,0,4,0,0
1,10682,17,0,1,0,1
1,15202,90,1,4,0,1
1,12794,77,1,1,1,0
2,4073,59,0,1,1,0
1,22906,86,1,1,0,1
1,22989,77,1,1,1,0
2,629,69,0,1,0,1
1,9717,17,1,1,0,1
1,18345,93,0,1,0,1
2,615,37,0,1,0,1
1,18188,88,0,1,1,0
1,2682,87,0,1,0,1
2,18178,77,0,1,0,1
2,2455,90,0,1,1,0
1,17670,85,0,1,0,1
0,8374,59,0,1,0,1
2,13603,59,0,1,0,1
2,8127,90,0,1,1,0
0,5418,77,0,1,1,0
2,6160,88,0,1,0,1
2,784,50,0,1,0,1
1,10068,87,0,1,0,1
2,17198,90,0,1,0,1
0,15749,90,0,1,0,1
2,20534,50,0,1,0,1
2,7020,90,0,1,0,1
2,20787,90,0,1,0,0
2,9982,90,0,1,1,0
1,7732,80,0,1,0,1
2,19021,39,0,1,0,1
2,1989,73,0,1,1,0
2,7507,17,0,1,0,0
1,16298,73,1,1,0,1
1,13001,87,0,1,0,1
0,15291,90,0,1,0,1
2,134,90,0,1,0,1
1,6147,96,1,1,1,0
1,6147,17,0,1,1,0
0,17800,73,0,1,1,0
2,18366,77,0,1,1,0
2,629,50,0,1,0,1
2,19292,77,0,1,0,1
0,19305,39,0,1,0,1
2,20343,73,0,1,0,0
1,10336,17,1,1,0,0
1,19526,17,1,1,1,0
2,14836,81,0,1,0,1
2,784,50,0,1,0,1
2,10005,78,0,1,0,1
2,3529,68,0,1,0,1
1,1596,17,1,1,1,0
0,12113,69,0,1,1,0
1,4509,59,0,1,0,1
2,10513,85,0,1,1,0
1,19459,77,1,1,0,1
0,10594,41,0,1,0,1
1,21409,77,1,1,0,1
2,4212,52,0,1,0,1
2,6521,90,0,1,0,1
2,4767,90,0,1,0,1
2,17249,17,0,1,0,1
2,16872,90,0,1,0,0
1,5774,77,1,4,0,0
0,1370,90,0,1,0,1
2,7653,90,0,1,0,1
1,4369,96,1,1,0,1
1,15032,87,1,1,0,1
1,6943,77,1,1,0,1
2,11983,19,0,1,0,1
