Primary Type,Block,Location Description,Domestic,month,day,Period_1,Period_2
3,19874,76,0,7,10,0,0
3,15750,57,0,7,10,0,0
3,18209,100,1,7,10,0,0
3,721,115,0,7,10,0,0
3,2024,112,0,7,10,1,0
3,11001,115,0,7,10,0,0
3,1395,17,0,7,10,0,0
1,9113,115,0,7,10,0,0
3,2779,35,0,7,10,1,0
3,17892,17,1,7,10,1,0
1,6946,100,0,7,10,0,0
1,2560,115,0,7,10,0,0
3,170,115,0,7,10,0,0
3,2022,115,0,8,13,0,1
1,16443,17,1,7,10,0,0
1,15784,100,0,7,10,0,0
3,12509,114,0,7,10,0,0
3,1072,122,0,7,10,0,0
3,3681,17,1,7,10,1,0
1,2881,115,0,7,10,1,0
3,239,113,0,7,10,1,0
3,492,35,0,7,10,1,0
3,7238,112,0,7,10,0,0
3,2109,80,0,7,10,1,0
1,8972,115,0,7,10,1,0
2,14981,103,0,7,10,1,0
2,20436,112,0,7,10,1,0
3,18955,115,0,7,10,0,1
3,20546,43,0,7,10,0,1
3,7161,17,0,7,10,1,0
3,4798,115,0,7,10,1,0
3,1431,115,0,7,10,0,1
3,19857,4,0,7,10,0,1
3,8027,88,0,7,10,1,0
3,695,67,0,7,10,1,0
2,16073,112,0,7,10,1,0
3,4834,104,0,7,10,0,1
1,867,115,0,7,10,1,0
3,6952,115,0,7,10,0,0
1,7431,115,0,7,10,0,0
2,9736,93,0,7,10,0,1
3,100,104,0,7,10,1,0
3,11532,93,0,7,10,0,1
3,14157,115,0,7,10,1,0
3,16273,88,0,7,10,0,0
1,3328,115,0,7,10,1,0
3,5026,101,0,7,10,0,1
3,15182,100,0,7,10,0,1
3,15075,113,0,7,10,0,1
3,18737,55,0,7,10,0,1
3,18737,88,0,7,10,0,1
2,10154,112,0,7,10,0,1
3,19897,93,0,7,10,1,0
3,594,113,0,7,10,0,1
3,916,104,0,7,10,0,1
3,13887,113,0,7,10,0,1
3,643,112,0,7,10,0,1
3,18737,55,0,7,10,0,1
3,14737,67,0,7,10,0,1
3,17913,55,0,7,10,0,1
3,1820,104,0,7,10,0,1
3,6112,111,0,7,10,0,1
3,7391,88,0,7,10,0,1
2,16737,115,0,7,10,0,1
3,12288,88,0,7,10,0,1
3,4253,115,0,7,10,1,0
3,16116,88,0,7,10,0,1
3,12164,93,0,7,10,1,0
3,7812,70,0,7,10,0,1
3,1315,93,0,7,10,0,1
3,12753,55,0,7,10,0,1
1,5258,115,0,7,10,0,1
2,10037,115,0,7,10,0,1
3,11552,103,0,7,10,0,1
2,12326,115,0,7,10,0,1
3,17913,84,0,7,10,0,1
2,10037,115,0,7,10,0,1
3,8863,17,0,7,10,1,0
3,200,112,0,7,10,1,0
3,5002,101,1,7,10,0,1
2,6750,112,0,7,10,0,1
3,16835,103,0,7,10,1,0
3,12765,112,0,7,10,0,1
3,13030,103,0,7,10,0,1
3,5222,93,0,7,10,0,1
2,6365,112,0,7,10,0,1
2,272,112,0,7,10,0,1
3,4532,55,0,7,10,0,1
3,12694,113,0,7,10,0,1
3,11658,93,0,7,10,0,0
3,16585,35,0,7,10,0,1
3,20640,113,0,7,10,0,1
3,18525,100,0,8,13,0,0
2,20620,115,0,7,10,0,0
3,17873,70,0,7,10,0,1
3,9354,55,0,7,10,0,1
2,2781,112,0,7,10,0,0
2,5044,112,0,7,10,0,0
2,2862,115,0,7,10,0,0
1,19562,93,0,7,10,0,0
3,12244,103,0,7,10,0,1
1,14544,115,0,7,10,0,1
3,12249,93,0,7,10,0,1
2,14242,115,0,7,10,0,0
3,7260,23,0,7,10,0,0
3,1197,115,0,7,10,0,1
2,3151,115,0,7,10,0,0
3,11862,112,0,7,10,0,1
3,849,115,0,7,10,0,0
3,6901,112,0,7,10,0,1
1,17735,103,0,7,10,0,0
3,13394,100,0,7,10,0,1
1,11091,100,0,7,10,1,0
3,7575,17,0,7,10,0,0
3,14850,123,0,7,10,0,1
3,2332,103,0,7,10,0,0
3,10369,115,0,7,10,0,1
1,19009,103,0,7,10,0,0
1,13198,115,0,7,10,0,1
1,19203,115,0,7,10,0,1
3,10554,58,0,7,10,0,1
3,10379,91,0,7,10,0,1
1,10729,115,0,7,10,0,0
3,1200,23,0,7,10,0,0
3,6958,115,0,7,10,1,0
3,727,115,0,7,10,0,0
3,15927,115,0,7,10,0,1
3,4900,112,0,7,10,1,0
3,16291,58,0,7,10,0,1
1,19144,103,0,7,10,1,0
3,2687,115,0,7,10,0,1
3,18851,115,0,7,10,0,0
1,17132,100,0,7,10,0,0
1,1915,93,0,7,10,0,1
3,5799,123,0,7,10,0,1
3,12234,112,0,7,10,1,0
1,13158,103,0,7,10,0,0
3,14968,100,0,7,10,0,0
3,419,13,0,7,10,1,0
3,15376,115,0,7,10,0,1
3,3384,115,0,7,10,0,0
3,14471,115,0,7,10,0,0
1,16991,115,0,7,10,0,0
3,7458,115,0,7,10,0,1
1,4012,115,0,7,10,0,0
3,9444,80,0,7,10,0,1
3,13022,104,0,7,10,0,0
3,6074,115,0,7,10,0,1
3,8369,17,0,7,10,0,1
3,10805,113,0,7,10,0,1
3,643,104,0,7,10,1,0
3,9847,23,0,7,10,0,0
3,378,104,0,7,10,0,1
3,6399,23,0,7,10,0,0
1,6296,115,0,7,10,0,0
1,16115,115,0,7,10,0,0
3,7855,113,0,7,10,1,0
3,8094,17,1,7,10,0,0
3,1262,115,0,7,10,0,1
3,18426,103,0,8,13,0,0
3,19166,123,0,7,10,0,1
3,19294,123,0,7,10,0,1
3,19956,100,0,7,10,1,0
3,4022,115,0,7,10,0,1
3,18069,115,0,7,10,0,0
3,13911,115,0,7,10,1,0
3,3610,115,0,7,10,0,0
3,2852,58,1,7,10,1,0
1,8660,115,0,7,10,0,0
3,12005,103,0,7,10,0,0
3,2431,17,0,7,10,1,0
3,379,23,0,7,10,0,0
3,12784,115,0,7,10,0,1
3,6433,115,0,7,10,0,1
3,5029,113,0,8,13,1,0
3,273,88,0,8,13,1,0
3,12237,67,0,8,13,0,0
2,12019,115,0,8,13,1,0
3,20592,101,0,6,9,0,1
3,1877,115,0,6,10,0,0
3,18513,103,0,7,10,0,1
3,1561,104,0,8,13,1,0
3,1725,115,0,8,13,0,1
1,19835,115,0,8,13,0,0
3,200,55,0,8,13,1,0
0,16640,91,0,7,10,0,0
0,20581,115,0,7,10,0,0
3,19053,115,0,6,25,1,0
1,17464,57,0,7,8,0,1
3,4405,115,0,6,30,0,0
3,4020,112,0,7,1,0,0
3,6020,115,0,7,2,0,1
3,10394,88,0,7,10,0,0
3,13757,115,0,7,10,1,0
3,11460,104,0,7,10,0,1
1,117,93,0,7,10,0,0
3,503,113,0,7,10,0,1
1,13657,100,0,7,10,0,1
3,10123,102,0,7,10,1,0
3,13191,115,0,7,7,0,0
3,2539,93,0,6,22,0,1
3,16134,100,0,7,3,1,0
3,13191,115,0,7,10,0,1
3,19857,2,0,6,25,0,1
3,2023,80,0,7,10,0,1
3,4122,101,0,7,2,1,0
3,20848,88,0,7,6,0,1
3,15428,100,0,7,9,1,0
3,15573,17,0,7,8,1,0
3,14688,17,0,7,10,1,0
3,9616,110,0,6,30,0,1
3,8474,100,0,7,6,0,1
3,18983,100,0,7,10,1,0
3,5737,55,0,7,9,1,0
3,10768,104,0,7,6,0,1
3,7940,100,0,7,6,0,0
3,14933,120,0,7,8,0,1
1,17869,115,0,7,10,0,0
3,19142,103,0,7,8,0,1
3,8071,55,0,7,3,0,1
1,191,115,0,7,10,0,0
1,1466,115,0,7,10,1,0
3,3925,55,0,6,27,1,0
3,2049,100,0,7,10,0,0
3,2084,115,0,7,10,0,0
3,1691,103,0,7,8,0,1
3,5987,93,0,7,10,0,1
3,2779,55,0,7,9,0,1
3,14828,88,0,7,10,1,0
3,371,23,0,7,8,0,0
3,13078,88,0,7,4,0,1
1,6514,103,0,6,27,1,0
3,16081,100,0,7,7,1,0
3,7632,88,0,7,7,1,0
3,2839,101,0,7,9,1,0
1,7891,15,0,7,4,0,1
3,17972,115,0,7,4,0,1
3,9906,100,0,7,4,1,0
1,6600,115,0,7,6,0,1
3,14596,74,0,7,9,0,1
3,5668,123,0,7,5,0,1
3,5668,113,0,7,5,1,0
3,12722,74,0,7,6,0,1
3,257,104,0,7,8,0,1
1,9105,115,0,7,7,1,0
3,15339,17,0,7,9,0,1
3,11042,100,0,7,3,1,0
2,2299,112,0,8,13,0,0
3,19620,103,0,7,7,1,0
3,3224,86,0,7,5,1,0
3,18192,88,0,7,8,0,0
3,10610,17,0,7,8,0,1
3,15390,100,1,7,6,0,0
3,1570,112,0,7,8,0,1
3,16283,39,0,6,30,1,0
3,15956,103,0,7,4,0,1
3,12073,88,0,7,10,0,1
3,8890,86,0,7,8,0,1
3,4013,100,0,6,18,0,1
3,1069,88,0,7,6,1,0
3,6980,86,0,7,10,1,0
3,9316,37,0,7,8,0,0
3,1908,76,0,6,25,0,1
3,3211,23,0,6,26,0,1
3,18149,100,0,7,7,1,0
1,8073,115,0,7,10,0,0
3,4190,100,0,6,25,1,0
3,20400,100,0,7,6,1,0
3,13499,115,0,7,10,1,0
3,12777,115,0,7,9,0,0
3,6668,103,0,7,4,1,0
3,17585,101,0,7,9,1,0
3,3314,88,0,7,9,1,0
3,6679,123,0,7,8,0,1
3,3324,100,0,6,30,1,0
3,1179,115,0,6,29,0,1
3,6032,115,0,7,10,0,0
3,19156,76,0,7,10,0,0
2,12792,115,0,7,11,0,0
3,4003,70,0,7,11,0,0
3,17424,93,0,7,11,0,0
3,7199,115,0,7,11,0,0
3,18210,100,0,7,11,0,0
3,1080,115,0,7,11,0,0
3,19895,115,0,7,11,0,0
3,14012,103,0,7,11,0,0
3,3361,115,0,7,11,0,0
1,19593,115,0,7,11,0,0
1,17867,115,0,7,11,0,0
3,18109,123,0,7,11,0,0
3,1065,115,0,7,11,0,0
3,4460,93,0,7,11,0,0
3,15627,102,0,7,11,0,0
3,13026,103,0,7,11,1,0
3,16866,115,0,7,11,0,0
1,14342,57,0,7,11,0,0
3,17350,112,0,7,11,1,0
3,14342,112,0,7,11,0,0
3,14342,123,0,7,11,0,0
1,14814,100,0,7,11,0,0
3,14342,112,0,7,11,0,0
3,14342,115,0,7,11,0,0
3,10166,115,0,7,11,1,0
3,3098,100,0,7,11,0,0
3,10725,115,1,7,11,1,0
3,18575,115,0,7,11,0,0
3,18179,100,0,7,11,1,0
2,17623,15,0,7,11,1,0
3,2878,100,0,7,11,1,0
2,11482,112,0,7,11,1,0
2,10281,115,0,7,11,1,0
3,9533,115,0,7,11,0,0
3,13198,100,0,7,11,0,0
1,18024,115,0,7,11,0,0
3,13642,113,0,7,11,0,0
3,20383,58,0,7,11,1,0
3,14680,70,0,7,11,1,0
3,1447,115,0,7,11,1,0
3,17023,17,0,7,11,1,0
3,109,113,0,7,11,1,0
3,5564,55,0,7,11,1,0
3,13623,115,0,7,11,0,0
2,563,112,0,7,11,1,0
1,12952,115,0,7,11,0,1
1,16923,115,0,7,11,0,0
3,17607,115,0,7,11,1,0
3,4610,55,0,7,11,1,0
3,8495,103,0,7,11,0,1
3,17324,115,0,7,11,0,0
3,11268,113,0,7,11,0,1
3,1851,88,0,7,11,0,1
3,231,104,0,7,11,1,0
3,20046,115,0,7,11,0,1
2,12181,103,0,7,11,0,1
2,10255,112,0,7,11,0,1
3,708,93,0,7,11,1,0
3,6759,88,0,7,11,1,0
3,1911,52,0,7,11,0,1
3,823,74,0,7,11,0,1
2,10266,112,0,7,11,0,1
2,15811,104,0,7,11,0,1
3,18737,55,0,7,11,0,1
3,513,90,0,7,11,0,1
2,2677,17,0,7,11,0,1
3,8415,115,0,7,11,0,0
3,223,49,0,7,11,0,1
3,594,113,0,7,11,0,1
1,14976,120,0,7,11,1,0
3,10329,55,0,7,11,0,1
3,13291,70,0,7,11,0,1
3,13983,115,0,7,11,1,0
3,1164,70,0,7,11,0,1
3,3077,55,0,7,11,0,1
3,16029,113,0,7,11,0,1
3,12104,115,0,7,11,1,0
3,5896,113,0,7,11,0,1
3,269,115,0,7,11,0,1
3,9995,93,0,7,11,0,1
3,4539,101,0,7,11,0,1
3,11460,113,0,7,11,0,1
1,234,115,0,7,11,1,0
3,17904,70,0,7,11,0,1
3,13937,58,0,7,11,0,1
3,12852,113,0,7,11,0,1
3,13454,47,0,7,11,1,0
3,15782,100,0,7,11,0,1
3,19765,100,0,7,11,0,0
3,19251,88,0,7,11,0,1
2,12817,115,0,7,11,0,1
2,4965,120,0,7,11,0,1
2,14207,112,0,7,11,0,1
3,12877,46,0,7,11,0,1
3,7349,103,0,7,11,1,0
3,6541,70,0,7,11,0,1
3,7211,93,0,7,11,0,1
3,9341,91,0,7,11,0,1
2,168,112,0,7,11,0,1
3,2000,100,0,3,7,1,0
3,3077,55,0,7,11,0,1
3,16291,43,0,7,11,0,1
2,17934,115,0,7,11,0,1
3,1743,112,0,7,11,1,0
2,4359,103,0,7,11,0,1
2,4516,115,0,7,11,0,1
3,1689,113,0,7,11,0,1
3,329,100,1,7,11,0,0
3,4882,48,0,7,11,0,1
1,14960,103,0,7,11,0,1
1,9066,115,0,7,11,0,1
3,18418,115,0,7,11,0,1
3,17759,91,0,7,11,0,1
1,11224,93,0,7,11,0,1
1,3360,120,0,7,11,0,1
2,16370,115,0,7,11,0,0
1,4427,115,0,7,11,0,0
1,18283,115,0,7,11,0,1
3,2026,112,0,7,11,0,1
3,6901,115,0,7,11,0,1
2,10696,112,0,7,11,0,0
2,7675,115,0,7,11,0,0
2,7068,112,0,7,11,0,0
3,5456,17,0,7,11,0,0
2,13212,115,0,7,11,0,0
3,5669,113,0,7,11,0,1
3,15278,82,0,7,11,0,1
2,6452,17,0,7,11,0,1
3,4426,115,0,7,11,0,1
2,4686,15,0,7,11,0,0
2,5394,112,0,7,11,0,0
3,17857,115,0,7,11,0,1
2,1792,123,0,7,11,0,0
3,4460,123,0,7,11,0,1
3,17904,55,0,7,11,0,0
3,16460,115,0,7,11,1,0
2,3931,115,0,7,11,0,0
1,13350,115,0,7,11,0,1
3,17976,91,0,7,11,0,0
2,2268,115,0,7,11,0,0
2,13615,115,0,7,11,0,0
3,7585,15,0,7,11,0,1
3,18399,100,0,7,11,0,1
3,12722,112,0,7,11,1,0
3,5677,115,0,7,11,0,1
3,16467,115,0,7,11,0,0
3,9084,123,0,7,11,1,0
3,8377,115,0,7,11,0,1
3,18537,115,0,7,11,0,0
3,13526,115,0,7,11,0,1
1,16375,115,0,7,11,0,0
1,10195,115,0,7,11,0,0
1,15339,93,0,7,11,0,0
1,511,115,0,7,11,1,0
1,18837,115,0,7,11,0,0
3,13134,46,0,7,11,0,1
3,18147,93,0,7,11,0,0
3,15874,115,0,7,11,0,0
3,17776,112,0,7,11,0,1
3,2477,103,0,7,11,0,1
3,18781,88,0,7,11,0,1
3,11460,113,0,7,11,0,1
3,7443,112,0,7,11,0,1
1,7381,115,0,7,11,0,0
3,4673,103,0,7,11,0,1
3,14138,35,0,8,13,1,0
3,3787,76,0,7,11,0,0
3,17197,103,0,7,11,0,1
3,823,74,0,7,11,1,0
3,1851,76,0,7,11,0,1
3,13118,17,0,7,11,0,0
3,3107,91,0,7,11,0,1
3,91,112,0,7,11,0,1
3,20118,115,0,7,11,0,1
3,19857,8,0,7,11,0,1
3,11239,115,0,7,11,0,0
1,9996,115,0,7,11,0,1
3,4792,15,0,7,11,0,1
3,10361,17,0,7,11,1,0
3,4025,101,0,7,11,0,1
3,188,115,0,7,11,0,1
1,16304,115,0,7,11,1,0
3,5289,123,0,7,11,0,1
3,6365,55,0,7,11,0,1
3,14451,115,0,7,11,0,1
1,15627,115,0,7,11,0,1
3,12178,101,0,7,11,0,1
1,17057,115,0,7,11,0,0
3,7777,70,0,7,11,1,0
3,17999,101,0,7,11,1,0
3,193,115,0,7,11,0,1
3,15391,103,0,7,11,0,0
1,20585,103,0,7,11,0,1
3,6293,115,0,7,11,0,1
1,13623,115,0,7,11,1,0
3,14978,100,0,7,11,0,0
3,6542,123,0,7,11,1,0
3,19677,103,0,7,11,1,0
3,10074,103,0,7,11,0,1
3,17893,115,1,7,11,0,0
3,16225,115,0,7,11,0,1
3,200,55,0,7,11,0,1
3,1252,88,0,5,25,1,0
3,4311,115,0,6,16,0,0
0,13630,17,1,7,11,1,0
3,3800,52,0,8,13,0,0
2,18169,115,0,8,13,0,1
3,14138,35,0,8,13,0,1
3,20834,103,0,8,13,0,0
3,12485,70,0,8,13,0,1
1,8439,115,0,6,30,0,0
1,11741,115,0,7,4,0,0
1,11961,115,0,7,6,0,1
1,12558,115,0,7,10,1,0
1,13651,112,0,7,11,0,1
0,12279,115,0,3,31,0,1
0,12279,115,0,3,31,0,1
2,19733,93,0,7,12,0,0
3,1120,112,1,7,12,0,0
3,581,104,0,8,13,1,0
2,2957,115,0,7,12,0,0
3,18173,115,0,7,12,0,0
3,11235,115,0,7,12,0,0
1,17085,115,0,7,12,0,0
2,4243,15,0,7,12,1,0
3,6519,115,1,7,12,0,0
3,571,115,0,7,12,0,0
3,18930,115,0,7,12,0,0
3,18934,103,0,7,12,0,0
1,20636,115,0,7,12,0,0
1,1981,115,0,7,12,0,0
3,9026,115,0,7,12,0,0
3,1628,49,0,7,12,1,0
3,18053,115,0,7,12,0,0
2,12684,112,0,7,12,1,0
3,6607,115,0,7,12,0,0
3,12049,113,0,7,12,1,0
2,19373,0,0,7,12,1,0
3,534,113,0,7,12,1,0
3,10281,113,0,7,12,1,0
3,124,55,0,7,12,1,0
3,4265,101,1,7,12,1,0
3,1050,50,0,7,12,1,0
3,200,113,0,7,12,1,0
3,18613,115,0,7,12,1,0
3,10503,115,0,7,12,1,0
3,15077,115,0,7,12,0,0
1,5086,115,0,7,12,0,0
3,16288,115,0,7,12,1,0
1,12348,115,0,7,12,1,0
3,16187,17,1,7,12,0,0
3,18302,17,1,7,12,0,0
2,17305,93,0,7,12,1,0
3,12910,43,0,7,12,1,0
3,2155,101,0,7,12,0,0
3,3991,115,0,7,12,1,0
2,11026,112,0,7,12,1,0
1,14974,115,0,7,12,1,0
3,2652,113,0,7,12,0,1
2,12438,112,0,7,12,1,0
1,18934,115,0,7,12,0,0
2,2490,115,0,7,12,1,0
3,10329,88,0,7,12,1,0
1,6861,67,0,7,12,1,0
3,581,70,0,7,12,0,1
1,8738,93,0,7,12,1,0
2,552,15,0,7,12,0,1
2,14572,115,0,7,12,1,0
3,2033,104,0,7,12,0,1
1,12993,100,0,7,12,1,0
3,15834,115,0,7,12,0,1
2,15381,115,0,7,12,1,0
3,15954,91,0,7,12,0,1
2,4926,93,0,7,12,0,1
3,2830,115,0,7,12,1,0
2,11852,113,0,7,12,0,1
3,5121,123,0,7,12,0,1
3,16467,115,0,7,12,0,0
3,275,104,0,7,12,0,1
2,11646,112,0,7,12,0,1
3,14682,115,0,7,12,0,1
3,19488,70,0,7,12,0,1
2,3049,103,0,7,12,0,1
3,12667,113,0,7,12,0,1
3,17942,115,0,7,12,1,0
3,15954,120,0,7,12,1,0
2,11248,115,0,7,12,0,1
3,10516,115,1,7,12,1,0
3,1914,104,0,7,12,1,0
3,18244,17,0,7,12,0,1
3,6541,70,0,7,12,0,1
3,8224,100,0,7,12,0,1
3,4338,115,0,7,12,0,0
3,124,113,0,7,12,0,1
3,233,70,0,7,12,0,1
2,14152,112,0,7,12,0,1
3,6019,55,0,7,12,1,0
2,10270,115,0,7,12,0,1
1,15142,103,0,7,12,0,1
3,662,115,0,7,12,1,0
3,19319,102,0,7,12,0,1
2,2521,115,0,7,12,0,1
1,14939,115,0,7,12,1,0
3,6541,70,0,7,12,0,1
3,3330,19,0,7,12,0,1
2,3109,115,0,7,12,0,1
3,13061,112,0,7,12,0,1
3,14153,100,0,7,12,0,1
2,2490,15,0,7,12,0,1
3,3684,19,0,7,12,0,1
2,9872,88,0,7,12,0,1
3,18737,70,0,7,12,0,1
1,13432,115,0,7,12,0,1
3,9007,103,0,7,12,0,1
3,11815,112,0,7,12,0,1
3,273,113,0,7,12,0,1
3,20767,115,0,7,12,0,1
3,200,113,0,7,12,0,1
3,200,55,0,7,12,0,1
3,13942,100,0,7,12,0,1
2,19082,112,0,7,12,0,1
3,2382,112,0,7,12,0,1
3,1705,17,0,7,12,1,0
3,18857,55,0,7,12,0,1
2,9314,120,0,7,12,0,1
3,6036,19,0,7,12,0,1
3,18737,113,0,7,12,0,1
3,4532,113,0,7,12,0,1
3,8969,91,0,7,12,0,1
2,369,112,0,7,12,0,1
3,2751,113,0,7,12,0,1
2,13057,15,0,7,12,0,1
3,11777,93,0,7,12,0,1
3,18737,113,0,7,12,0,1
2,13507,112,0,7,12,0,1
3,2736,102,0,7,12,0,1
3,16270,113,0,7,12,0,1
2,15148,123,0,7,12,0,0
3,275,88,0,7,12,0,1
3,9407,17,0,7,12,0,1
3,9590,55,0,7,12,0,0
3,5439,17,0,7,12,0,1
2,10520,115,0,7,12,0,1
3,366,52,0,7,12,0,1
1,8022,115,0,7,12,1,0
3,594,55,0,7,12,0,1
3,18949,58,0,7,12,0,1
2,18438,115,0,7,12,0,0
2,952,115,0,7,12,0,0
2,11449,115,0,7,12,0,0
3,2010,115,0,7,12,0,0
2,19082,112,0,7,12,0,0
3,13013,58,0,7,12,0,0
3,5271,123,0,7,12,0,1
3,3533,115,0,7,12,0,1
3,6707,115,0,7,12,0,1
3,11637,52,0,7,12,0,0
3,20083,100,0,7,12,0,0
3,2,100,0,7,12,0,0
3,9444,80,0,7,12,0,1
3,126,104,0,7,12,0,1
1,1682,115,0,7,12,0,1
3,115,113,0,7,12,0,0
3,6303,115,0,7,12,0,1
3,9177,100,0,7,12,0,0
1,8096,115,0,7,12,0,1
3,20889,31,0,7,12,1,0
3,6667,115,0,7,12,0,1
3,11526,115,0,7,12,0,0
3,7035,123,0,7,12,0,0
3,17401,67,0,7,12,1,0
3,7131,115,0,7,12,0,1
3,16688,57,0,7,12,0,0
3,13881,123,0,7,12,0,1
1,5626,115,0,7,12,0,1
1,2354,115,0,7,12,0,1
3,753,115,0,7,12,0,1
3,13796,115,0,7,12,0,1
3,12893,115,0,7,12,0,0
3,6726,115,0,7,12,0,1
3,3393,104,0,7,12,0,1
3,13881,115,0,7,12,0,1
3,13653,88,0,7,12,1,0
3,13359,115,0,7,12,0,0
3,20321,115,0,7,12,0,0
3,14243,115,0,7,12,0,0
3,742,93,0,7,12,0,0
3,9927,93,0,7,12,0,1
1,2064,93,0,7,12,0,0
1,4621,115,0,7,12,0,1
1,19770,115,0,7,12,0,0
3,3001,115,0,7,12,1,0
3,594,55,0,7,12,0,1
3,12013,100,0,7,12,0,0
3,4062,112,0,7,12,0,1
3,20269,123,0,7,12,0,1
3,18809,123,0,7,12,0,1
3,18522,112,0,7,12,0,0
3,13880,115,0,7,12,0,1
3,6198,41,0,7,12,0,1
3,17873,70,0,7,12,0,1
1,6151,115,0,7,12,0,1
3,5764,124,0,7,12,0,1
1,5477,115,0,7,12,1,0
3,13848,113,0,7,12,0,1
1,4299,115,0,7,12,0,0
3,8064,123,0,7,12,0,1
3,7298,88,0,7,12,0,1
3,18230,55,0,7,12,0,1
3,11871,101,0,7,12,0,0
3,8908,104,0,7,12,0,1
3,7615,123,0,7,12,0,1
3,5602,112,0,7,12,1,0
3,13146,115,0,7,12,0,1
3,14945,100,0,7,12,0,0
3,3577,115,0,7,12,0,0
3,6005,17,0,7,12,1,0
3,16068,100,0,7,12,1,0
3,14186,67,0,7,12,0,0
3,5528,88,0,7,12,0,1
3,11936,103,0,7,12,0,1
3,7442,102,0,7,12,0,1
3,15764,88,0,7,12,0,1
3,13823,115,0,7,12,0,0
3,1908,76,0,7,12,0,1
3,2022,104,0,7,12,0,1
3,5915,17,0,7,12,1,0
3,9622,115,0,7,12,1,0
3,13881,123,0,7,12,0,1
3,10401,115,0,7,12,0,0
3,10592,115,0,7,12,1,0
3,19319,115,0,7,12,0,1
3,10234,120,0,7,12,0,1
1,16255,115,0,7,12,0,0
3,17015,115,0,7,12,1,0
3,6021,17,0,7,12,0,1
3,16575,101,0,7,12,0,0
3,2561,100,0,7,12,1,0
3,16391,17,0,2,10,1,0
3,17302,88,0,6,18,1,0
1,15553,115,0,6,16,0,1
3,16033,100,0,4,29,1,0
3,2003,102,0,6,16,0,0
0,15709,21,0,7,12,0,0
0,15709,21,0,7,12,0,0
3,2022,104,0,7,6,1,0
3,962,88,0,8,17,0,1
3,8804,43,0,7,13,0,0
2,20746,103,0,7,13,0,0
1,15399,115,0,8,13,1,0
3,712,76,0,8,13,0,1
3,18311,63,0,8,13,1,0
2,6122,15,0,7,13,0,0
3,17808,58,0,7,13,0,0
3,11674,55,0,5,27,0,1
3,15028,17,0,6,16,0,0
3,4556,115,0,6,17,0,1
3,12446,67,0,6,26,0,1
3,5798,100,0,7,4,0,1
3,13775,19,0,7,12,0,1
0,20322,115,0,7,12,1,0
3,12002,112,0,7,13,0,0
3,13753,17,0,7,13,0,0
3,16593,93,0,7,13,0,0
3,10414,52,0,7,13,0,0
3,3838,17,1,7,13,0,0
3,15218,115,0,7,13,0,0
1,10899,102,0,7,13,0,0
2,10055,123,0,7,13,0,0
1,3312,115,0,7,13,0,0
3,5943,115,0,7,13,0,0
3,15853,115,0,7,13,0,0
3,8328,17,0,7,13,0,0
3,4407,41,0,7,13,1,0
2,131,49,0,7,13,1,0
3,200,55,0,7,13,1,0
3,530,112,1,7,13,1,0
3,18235,112,0,7,13,1,0
3,11254,100,1,7,13,0,0
3,4508,115,0,7,13,1,0
3,20828,63,0,7,13,1,0
3,247,93,0,7,13,1,0
3,5288,113,0,7,13,1,0
3,2256,115,0,7,13,1,0
1,1687,42,0,7,13,1,0
3,1234,42,0,7,13,1,0
3,7038,88,0,7,13,1,0
1,6514,100,0,7,13,1,0
3,3699,67,0,7,13,1,0
3,4109,115,0,7,13,0,0
3,1195,70,0,7,13,1,0
2,11658,115,0,7,13,1,0
3,11406,113,0,7,13,1,0
3,124,55,0,7,13,1,0
2,16105,15,0,7,13,1,0
3,18469,17,1,7,13,0,0
3,4597,100,0,7,13,1,0
3,9117,112,0,7,13,1,0
2,245,115,0,7,13,1,0
2,6304,15,0,7,13,1,0
2,16689,113,0,7,13,0,1
3,6636,115,0,7,13,0,1
3,1033,55,0,7,13,1,0
3,2779,88,0,7,13,0,1
3,12637,113,0,7,13,0,1
3,9775,17,0,7,13,0,1
2,11636,112,0,7,13,0,1
3,6199,50,0,7,13,0,1
3,2511,49,0,7,13,1,0
2,9775,115,0,7,13,0,1
3,14347,70,0,7,13,0,1
3,516,104,0,7,13,0,1
3,4109,115,0,7,13,1,0
3,6036,19,0,7,13,1,0
3,594,55,0,7,13,1,0
3,18194,115,0,7,13,0,1
2,17230,0,0,7,13,0,1
3,6391,93,0,7,13,1,0
3,10275,112,1,7,13,0,1
3,1173,86,0,7,13,0,1
3,594,55,0,7,13,0,1
3,16151,115,0,7,13,0,1
2,11249,67,0,7,13,0,1
2,20602,115,0,7,13,0,1
3,18693,115,0,7,13,0,1
3,579,101,0,7,13,0,1
3,13767,115,0,7,13,0,1
3,13053,55,0,7,13,0,1
2,2010,34,0,7,13,0,1
3,6771,112,0,7,13,0,1
3,16291,113,0,7,13,0,1
2,10996,112,0,7,13,0,1
2,272,112,0,7,13,0,1
3,1156,58,0,7,13,0,1
3,6541,70,0,7,13,0,1
3,421,104,0,7,13,0,1
3,1120,83,0,7,13,0,1
3,6959,115,0,7,13,0,1
3,3684,19,0,7,13,0,1
3,4188,112,0,7,13,1,0
2,177,103,0,7,13,0,1
2,10766,115,0,7,13,0,1
2,8052,112,0,7,13,0,1
3,939,69,0,7,13,1,0
2,16131,112,0,7,13,0,1
3,594,55,0,7,13,0,1
3,904,115,0,7,13,0,0
2,10029,112,0,7,13,0,1
